AGE,Monthly Gross Income,Relationship Status,"Ownership of vehicle (car, jeep)",Length of service/Buisness,CIB Clearence,Occupation,Gender,Loan Amount,Number of dependent,Loan Status
33,104766,0,0,12,1,1,0,508978,5,0
51,37995,0,0,2,1,0,0,774290,5,0
19,107320,0,0,12,0,1,1,285285,4,1
52,95141,1,1,12,0,1,1,956623,4,0
57,85799,0,0,24,0,1,0,805734,7,0
45,60687,1,1,4,0,1,0,287974,4,0
56,52276,0,0,4,0,0,0,694843,7,0
23,49523,1,1,18,0,0,0,726166,3,0
26,69615,0,1,16,0,1,1,941307,7,0
37,25514,1,0,14,0,0,0,532530,2,0
18,62456,0,0,17,1,0,1,807535,3,0
25,22233,0,0,17,0,0,1,316272,1,0
40,16102,0,0,3,1,0,0,551631,5,0
20,81133,0,0,6,0,1,1,444604,5,0
21,61715,1,1,23,0,0,0,670543,5,0
42,125545,1,0,13,1,0,0,411806,4,1
55,119085,1,1,9,0,1,1,450226,5,1
32,124101,1,1,21,0,0,0,704654,7,0
38,123684,1,1,9,1,0,0,571394,4,0
52,79800,0,0,8,1,0,1,843982,1,0
31,109937,1,0,17,1,1,1,149496,3,1
53,56548,1,0,16,1,0,1,465627,3,0
29,143845,1,0,16,1,0,0,409935,7,1
34,128815,1,0,19,1,1,1,589214,3,0
56,142602,0,0,24,0,0,1,288307,4,1
26,141270,0,1,16,0,1,1,925572,6,0
52,141320,0,0,25,0,1,1,603954,6,0
30,40570,0,1,14,0,1,0,472009,2,0
32,36182,1,1,20,0,0,1,787436,6,0
35,54373,1,0,14,1,0,1,733163,2,0
50,58019,0,0,14,1,0,0,675920,1,0
23,31043,0,0,14,0,0,1,600110,2,0
44,34239,1,0,12,1,0,1,908635,1,0
40,149484,1,0,6,0,1,0,606691,5,0
44,96976,0,0,20,1,1,0,979824,7,0
51,39406,0,1,13,0,1,0,998458,3,0
55,16875,0,1,16,0,1,0,669930,7,0
31,147425,0,1,9,0,0,0,488790,6,1
53,29691,1,1,2,1,1,1,483574,4,0
25,63075,1,1,22,1,1,1,895918,1,0
52,25794,1,1,3,0,0,1,291667,6,0
36,90930,0,0,10,1,1,1,263230,4,1
47,56708,1,0,20,0,0,0,352660,4,0
31,130492,1,0,2,0,0,0,901113,3,0
37,121629,0,1,24,1,0,0,679078,7,0
42,138313,0,1,10,0,1,1,941484,5,0
57,36352,0,1,8,0,1,0,439381,5,0
41,116975,0,0,17,0,1,0,901804,7,0
31,108848,0,0,22,1,1,1,126611,2,1
43,59999,0,0,1,0,1,0,891955,6,0
55,33482,1,1,6,0,1,0,407937,5,0
40,62279,1,1,7,0,0,1,775593,3,0
39,124413,1,1,15,0,0,1,740753,6,0
36,69213,1,0,18,1,1,0,256027,4,1
20,128909,1,1,9,0,1,1,824659,1,0
59,28026,1,0,8,0,0,0,933956,1,0
36,100184,0,0,25,1,0,1,867155,5,0
26,20435,0,0,10,1,0,1,404765,2,0
45,74321,0,0,4,1,1,1,316050,1,0
37,148835,1,0,20,1,1,1,191418,2,1
24,35389,1,0,8,1,1,0,823361,1,0
31,46498,0,0,1,1,0,0,825347,2,0
26,78755,0,1,8,0,1,0,968029,7,0
36,116545,0,0,23,0,1,1,886447,2,0
31,50825,0,1,12,1,1,0,890842,4,0
55,31934,0,0,23,0,1,1,643252,3,0
53,20574,1,0,25,1,1,0,170671,1,0
57,145698,1,0,15,0,1,1,214128,6,1
34,147659,1,1,13,1,0,1,359534,5,1
47,57782,0,0,16,1,1,1,959916,3,0
26,75561,1,0,23,0,0,0,872640,4,0
50,142159,0,1,18,1,0,0,239674,4,1
42,41751,1,1,1,0,0,0,226003,4,0
31,53174,0,1,17,1,1,0,893664,5,0
28,137678,0,1,16,1,1,1,602571,1,0
52,71572,1,0,23,0,1,1,288317,1,0
58,76416,1,0,5,1,1,1,825731,7,0
31,50201,1,1,20,0,0,1,191602,7,0
47,51069,1,0,21,0,1,0,390525,2,0
58,41370,1,1,10,0,0,0,988079,2,0
21,140342,0,1,6,0,1,1,217174,6,1
21,140758,1,1,12,0,1,0,962737,2,0
45,80294,1,0,10,1,0,1,418169,5,0
25,94468,0,1,22,1,0,1,968624,3,0
19,105715,1,0,17,0,0,1,809066,7,0
58,85793,0,0,2,1,1,0,100819,1,1
39,126672,1,0,19,0,0,1,266455,2,1
58,135902,1,1,20,1,0,0,571900,7,0
33,36390,0,0,6,0,0,1,171605,5,0
46,35369,1,1,13,1,1,0,367784,5,0
47,24587,1,0,9,0,0,0,684176,6,0
29,122009,1,0,12,1,0,1,464432,2,1
52,62013,1,0,18,0,1,1,580026,7,0
28,132341,0,1,8,0,0,0,686532,7,0
38,142785,0,1,25,1,0,0,304309,6,1
38,122584,1,1,18,0,0,0,350951,7,1
22,93113,1,1,25,0,1,1,355842,4,1
37,101784,0,0,23,1,0,1,823935,4,0
54,50282,0,0,25,1,0,0,809447,4,0
20,39124,1,1,22,0,0,0,918347,2,0
50,85102,0,1,2,0,0,0,667930,5,0
26,148268,0,1,8,0,0,1,215290,5,1
26,76527,0,1,10,0,0,1,868735,1,0
21,145371,0,0,9,1,0,0,811971,7,0
52,145942,1,1,24,0,1,0,472577,4,1
34,111651,0,1,18,0,1,1,615323,2,0
51,100395,1,0,8,1,1,1,617528,1,0
41,26345,1,1,19,1,0,0,492158,5,0
49,139544,0,0,3,0,1,0,342030,7,0
18,49077,1,1,9,1,0,0,927647,7,0
25,145429,1,0,13,1,0,1,877740,1,0
40,27055,0,1,9,1,0,0,364631,4,0
57,118693,0,1,25,0,1,0,199662,7,1
29,100283,0,1,20,0,1,0,161045,7,1
29,59484,1,1,12,0,0,1,454738,7,0
32,92514,1,1,23,1,0,1,215377,3,1
58,105135,1,0,13,0,1,1,324716,4,1
36,50771,1,1,8,0,1,0,305107,4,0
43,125284,0,0,15,0,1,1,683328,2,0
46,132399,1,0,13,1,1,1,201470,3,1
39,119885,0,0,21,0,1,1,976952,7,0
57,144344,0,0,13,0,1,1,947727,6,0
38,128226,0,1,17,0,1,1,100825,3,1
55,114250,0,1,15,0,0,0,232263,3,1
37,40762,1,1,25,1,0,0,493125,5,0
46,63825,0,1,22,0,1,0,294562,1,0
21,28877,1,0,19,0,1,0,573459,5,0
24,144065,0,0,3,1,0,0,401697,6,1
45,123443,0,0,14,1,1,1,881334,3,0
45,114612,0,1,10,1,0,1,456449,2,1
21,132674,1,1,17,1,0,0,631101,6,0
39,130074,0,1,8,1,1,1,650638,7,0
29,149330,0,1,18,0,0,0,318633,4,1
20,46629,0,0,12,1,1,0,313525,7,0
39,30775,0,1,17,1,1,1,864723,4,0
19,15055,1,1,23,1,0,0,319502,5,0
41,103697,1,0,11,0,0,1,265047,7,1
51,116505,0,0,9,0,0,0,518208,6,0
44,95720,0,1,22,0,1,1,274808,5,1
58,93199,1,1,24,1,1,1,232309,2,1
18,48734,1,0,24,0,1,1,629231,4,0
25,31493,1,1,25,1,1,1,284989,7,0
40,149704,0,0,23,1,1,1,230257,5,1
55,110872,1,0,25,0,1,1,192055,7,1
23,76779,0,1,15,0,1,0,192292,1,0
39,136187,1,0,9,0,0,0,514436,5,1
42,131603,1,1,12,1,1,1,541014,5,0
35,76607,0,1,11,0,0,1,652982,3,0
34,31940,1,1,17,0,0,0,783610,1,0
29,142880,0,1,6,0,1,0,310550,1,1
23,113408,1,0,8,0,0,0,526443,7,0
43,49815,0,1,10,0,0,0,178305,2,0
44,64297,1,1,25,1,0,0,575255,7,0
25,75107,1,0,15,1,1,1,284992,3,1
36,97793,0,1,4,0,0,0,110447,1,0
59,34622,0,1,18,1,1,0,351740,3,0
18,45408,0,1,11,1,1,0,174045,3,0
46,108190,0,1,9,1,1,1,909297,4,0
52,15370,1,0,9,0,0,0,941882,7,0
57,129212,1,0,8,1,0,0,116134,1,1
31,15486,1,1,3,0,1,1,354819,4,0
52,38762,1,0,21,1,1,1,676666,7,0
37,41613,1,0,18,0,1,0,206889,5,0
30,18196,1,0,14,1,0,1,512152,7,0
55,115565,0,0,3,1,0,0,309866,5,1
25,91349,1,1,17,0,0,0,817112,4,0
60,79839,1,0,4,0,0,1,820669,5,0
37,23572,0,1,21,1,0,0,777122,4,0
50,60853,1,1,18,0,0,1,889660,7,0
43,87379,1,0,15,0,0,1,159405,2,1
56,147177,1,1,19,0,1,1,214764,3,1
38,131074,0,0,22,0,0,1,431090,2,1
59,58209,0,1,6,1,1,0,755768,1,0
60,109244,1,1,15,0,0,0,743068,2,0
58,115300,0,0,7,1,1,0,147497,2,1
26,129682,1,1,12,1,0,1,886254,5,0
41,72175,1,0,16,0,0,0,151419,6,0
54,116551,1,1,9,0,0,1,813447,7,0
58,33976,0,1,20,0,1,0,743504,6,0
34,145617,1,0,5,0,0,1,482406,4,0
41,114794,1,0,11,1,0,0,236845,1,1
38,71866,1,0,2,1,1,0,988733,6,0
56,132752,1,1,22,0,0,1,552391,5,0
58,62078,1,0,16,1,0,0,561453,1,0
56,46113,0,0,4,0,1,1,759267,3,0
30,30401,1,0,5,1,0,1,618960,4,0
28,86492,0,0,7,1,1,0,900273,5,0
36,91693,1,1,6,1,1,0,453010,2,0
28,50135,0,1,24,0,1,0,809439,7,0
30,42862,1,1,22,0,0,1,834303,3,0
18,85199,1,1,10,1,0,1,554683,2,0
57,120366,0,1,14,0,1,1,154501,6,1
36,19331,0,1,8,0,1,1,161855,7,0
29,59648,1,0,14,1,0,1,197735,1,1
25,43549,0,1,14,0,0,1,351928,3,0
25,40761,0,0,20,0,0,1,191822,7,0
29,18262,1,0,23,1,1,1,775219,7,0
50,87572,1,0,3,1,0,1,434496,5,0
43,102858,1,0,1,1,1,0,542909,2,0
56,99667,1,1,9,1,1,1,585583,6,0
45,19677,1,1,9,0,0,1,746068,2,0
22,145334,0,1,22,0,0,0,576120,1,1
25,116437,1,0,2,1,1,0,708869,1,0
42,75148,0,1,16,1,1,1,919817,6,0
44,61926,1,1,8,0,0,0,308713,4,0
40,90271,1,1,6,0,1,0,517860,6,0
47,49457,0,1,23,0,0,1,105639,4,0
40,57531,1,1,13,1,0,1,326938,6,0
37,143027,0,1,1,1,1,0,963584,6,0
35,60771,0,0,19,1,1,1,382724,1,0
35,108135,0,0,15,1,0,0,984736,4,0
19,81354,1,1,1,0,1,1,389118,6,0
21,127743,1,0,10,1,1,1,618150,7,0
47,48892,1,0,1,1,0,0,538589,2,0
50,144662,1,1,12,0,1,0,475406,1,1
53,110057,1,0,11,1,0,0,327158,7,1
35,53409,1,1,17,0,1,0,147612,7,0
54,133566,0,0,4,1,0,0,517977,3,1
36,76716,1,1,23,0,1,1,358775,1,0
45,104152,1,0,7,0,1,1,634989,6,0
57,41382,1,0,12,0,1,0,907254,5,0
37,91675,1,0,13,1,1,0,377114,5,0
50,37419,0,0,5,1,1,0,711016,7,0
29,96238,0,1,6,1,1,1,397991,7,0
32,27397,0,0,2,1,1,1,123103,1,0
58,72888,0,1,21,1,1,0,550695,3,0
56,50169,0,1,7,1,0,1,870430,1,0
19,77182,1,0,14,0,1,1,325465,3,0
46,107476,0,0,25,1,1,0,602398,6,0
58,57249,0,1,22,1,1,0,576063,2,0
27,90603,1,0,14,0,1,1,422931,2,0
19,94360,1,1,10,0,1,1,248016,3,1
28,28444,0,0,4,1,0,1,592709,7,0
30,138662,1,1,3,0,0,1,870945,4,0
27,113843,1,0,25,1,1,1,639262,2,0
31,25974,0,0,23,0,1,0,409128,5,0
35,127150,1,1,14,1,1,1,146893,1,1
26,109826,0,1,6,0,1,0,593888,6,0
56,112648,0,1,23,0,0,0,621904,4,0
45,149028,1,0,15,1,1,1,391996,7,1
20,51490,0,0,8,1,0,0,367097,5,0
37,139713,0,0,5,0,1,1,845178,1,0
23,70612,1,0,3,0,0,0,438917,5,0
44,115474,1,1,3,0,0,1,333756,4,0
19,51159,1,1,13,0,0,0,914880,3,0
46,54710,1,0,2,1,1,1,656059,1,0
55,128096,0,0,24,0,1,1,151550,5,1
20,122412,1,0,1,0,1,0,155378,6,0
33,109924,1,1,12,1,1,0,285967,7,1
47,21458,0,1,8,1,1,0,342329,6,0
57,145993,0,0,19,1,0,1,289809,5,1
19,50524,0,1,9,1,0,0,692412,7,0
34,55477,0,0,14,1,0,0,816170,4,0
58,47222,1,0,18,1,1,1,355976,4,0
29,33320,1,1,10,0,0,1,311423,7,0
52,109154,0,1,9,0,1,0,434036,6,1
60,67243,0,1,6,0,0,0,862785,6,0
18,87833,0,1,1,1,1,1,376839,7,0
32,108476,0,0,5,1,0,1,546677,4,0
43,129560,1,1,10,0,1,1,363547,3,1
54,149275,0,1,25,0,0,0,730983,2,0
38,54267,1,1,13,1,0,0,783687,5,0
48,52941,0,1,22,1,0,1,692109,3,0
42,97809,1,0,23,0,1,1,239934,5,1
40,40368,1,0,4,0,0,1,298336,6,0
41,92186,1,1,1,0,0,0,897862,3,0
55,45984,1,1,21,0,0,0,789377,6,0
45,15801,0,0,2,0,1,0,264718,7,0
38,121538,1,0,24,1,0,0,128922,7,1
60,127201,0,1,4,0,1,1,766903,6,0
35,62965,1,0,17,0,0,1,805009,6,0
53,100269,1,0,10,1,0,0,192099,1,1
52,50969,0,0,23,0,1,1,279932,2,0
26,106679,0,0,12,1,1,1,553604,6,0
55,43363,1,1,2,1,0,0,422236,5,0
47,48351,1,0,3,0,1,1,959546,4,0
51,126023,0,0,14,0,1,0,383407,2,1
49,102948,1,1,25,1,1,0,176204,5,1
20,71235,0,1,15,1,0,0,968890,1,0
20,29855,0,1,13,1,0,1,505448,6,0
45,140074,0,0,9,0,0,0,764452,5,0
32,69437,1,1,2,0,1,1,602727,5,0
58,105410,1,0,19,0,1,1,358257,5,1
40,34731,0,1,16,0,1,0,402626,2,0
57,81324,0,0,11,0,1,0,264330,6,1
28,96720,0,1,12,1,0,0,478541,5,0
49,111433,0,1,25,0,1,0,683385,4,0
53,17889,1,0,1,0,0,0,975063,6,0
50,24569,0,1,2,1,1,1,118302,3,0
41,102193,1,1,16,0,0,1,700050,4,0
56,100192,0,1,2,0,0,1,403078,1,0
51,102154,1,1,19,0,1,0,700727,7,0
45,123073,1,1,10,1,1,0,843305,2,0
54,22612,1,0,19,1,1,1,142446,3,0
24,66644,1,0,10,0,0,0,433779,2,0
21,47069,1,1,16,0,1,1,388220,2,0
54,96741,0,1,13,0,0,1,542565,5,0
18,70897,0,0,16,1,1,1,208463,4,1
18,117544,1,0,18,1,0,0,620712,3,0
37,33706,0,1,24,0,1,0,146578,5,0
36,118602,0,0,8,0,0,1,765086,3,0
46,49629,0,1,24,0,0,0,937297,6,0
27,139746,0,1,18,0,0,0,699364,6,0
35,35431,0,1,13,1,1,0,743759,4,0
45,55088,0,1,25,1,0,1,370246,5,0
52,46385,0,0,7,0,1,1,112754,3,0
60,85199,1,0,21,1,0,1,264435,7,0
48,53677,0,0,23,1,1,1,567082,6,0
44,133104,0,1,24,0,1,1,558993,5,0
28,27818,0,0,25,0,0,0,774107,2,0
55,78001,1,1,18,0,0,1,280956,6,0
22,64832,1,1,6,0,1,0,455515,1,0
25,55931,0,0,9,1,0,1,528610,3,0
51,98990,1,1,6,0,1,0,422628,7,0
29,87204,1,1,18,0,1,0,356438,6,0
55,60784,0,1,17,0,1,1,929516,4,0
18,121305,1,0,12,0,1,0,852015,3,0
48,24921,0,1,3,1,1,0,262165,1,0
21,49959,1,0,5,0,1,0,631467,3,0
22,47328,0,1,7,0,1,0,789638,3,0
47,104506,1,0,10,1,1,0,407957,6,1
41,89408,0,1,10,0,1,0,315788,3,1
20,138852,0,0,19,0,0,1,303515,4,1
28,41708,1,0,25,0,1,0,202816,1,0
21,33847,0,1,4,1,1,1,464750,6,0
43,70989,0,1,10,0,1,0,294900,1,0
44,140383,1,1,18,0,0,0,216331,4,1
60,19922,0,1,3,0,0,0,733552,3,0
44,67335,0,0,21,1,0,0,169942,3,1
59,141913,1,1,3,0,0,0,457683,6,0
23,34551,0,0,5,0,0,0,906180,1,0
32,128319,1,1,16,0,0,0,975120,3,0
47,70673,0,0,20,1,1,0,175127,7,1
59,116531,1,0,13,1,0,1,371886,2,0
54,37948,1,0,11,0,0,1,103411,3,0
54,107264,0,1,13,0,0,1,706290,7,0
59,74072,1,1,19,1,0,1,400608,3,0
54,82560,0,0,6,0,0,0,736355,5,0
52,148558,0,0,24,1,1,0,391842,1,1
40,81691,1,0,13,1,1,0,224359,1,1
23,117781,0,0,4,1,0,1,471560,7,0
21,99105,0,0,25,0,1,1,962443,2,0
35,22086,1,1,22,1,0,1,184360,2,0
26,142818,0,0,5,1,1,0,433440,2,1
46,82853,0,1,19,0,1,0,707990,1,0
30,116925,1,1,5,0,0,1,491914,5,0
34,85027,0,1,21,0,0,0,933565,5,0
49,30916,0,0,14,1,0,0,277734,4,0
39,30248,1,0,4,1,1,0,293493,1,0
21,39226,0,0,12,0,1,1,125180,4,0
22,63380,0,0,6,1,0,0,532410,3,0
54,22848,1,1,19,0,0,1,574840,2,0
58,29274,0,1,10,0,1,1,767885,4,0
30,69545,0,1,1,0,0,0,239994,6,0
51,111494,1,0,23,0,1,0,293854,4,1
39,130981,1,0,23,0,1,0,573034,1,0
40,31304,0,0,16,1,0,1,478192,2,0
20,26294,0,0,4,1,1,1,528062,2,0
59,41425,1,0,9,0,1,0,838257,5,0
51,125777,0,0,18,1,1,0,588338,4,0
49,106549,0,1,17,1,1,1,468241,5,0
38,108464,0,1,15,0,0,1,953605,4,0
38,121748,1,0,19,1,1,1,113916,1,1
28,83295,0,1,7,1,0,1,786286,1,0
56,31091,0,1,25,0,1,1,142941,3,0
21,134943,1,1,18,1,0,0,684582,4,0
18,146074,1,1,6,1,1,1,119684,4,1
45,65411,1,0,19,1,1,1,988740,2,0
41,110696,0,1,21,1,0,0,772326,7,0
52,86309,0,0,12,1,1,1,345077,2,1
30,82421,1,0,25,0,0,1,583787,7,0
51,55612,0,1,3,0,1,0,812839,5,0
28,28450,0,0,1,0,0,1,306776,3,0
53,24491,0,1,5,0,0,0,551537,1,0
34,132026,0,0,1,0,1,1,960443,4,0
52,89804,1,0,8,1,1,1,717297,5,0
35,108293,1,1,7,1,1,0,397310,3,1
57,134498,0,1,15,0,1,1,677552,2,0
39,120475,1,0,11,0,1,1,330614,3,1
41,43314,0,1,18,0,1,0,627754,5,0
36,66883,0,0,14,1,1,1,908334,1,0
54,102086,1,1,9,1,1,1,684093,2,0
56,116291,1,0,5,1,1,1,463614,6,1
38,24967,0,0,23,1,0,1,357656,2,0
25,58220,0,0,4,1,0,1,159397,1,1
45,71131,0,0,12,1,0,0,364278,7,0
22,43876,0,0,1,0,1,1,479068,2,0
34,116448,1,1,24,1,0,1,689414,5,0
54,64228,1,0,13,0,1,0,927811,7,0
53,89495,0,1,1,0,1,0,454082,2,0
36,43261,0,1,3,1,1,0,848610,4,0
44,121601,1,0,22,1,1,0,709897,3,0
51,76260,0,0,8,1,0,1,573335,7,0
28,149418,1,1,24,1,0,1,399867,5,1
29,71176,0,0,18,1,0,1,272238,1,1
38,67300,1,0,25,1,1,1,189292,5,1
28,48012,0,1,16,1,1,1,709598,4,0
56,117153,0,1,20,1,0,1,975602,7,0
45,88273,0,1,20,0,1,1,852039,2,0
22,127328,1,1,16,0,0,0,107249,2,1
34,125304,1,1,2,1,0,1,603582,6,0
37,121637,0,1,17,0,0,0,590020,5,0
58,69639,0,0,10,1,1,0,103796,2,1
29,136939,0,1,7,0,0,0,642852,2,0
23,22310,0,1,10,0,1,1,589464,4,0
34,117944,1,0,19,1,0,1,194322,1,1
36,137013,1,0,20,1,1,0,311920,6,1
43,91733,1,0,9,1,1,1,743203,6,0
49,124264,0,0,22,0,0,1,715797,6,0
23,94071,0,0,17,0,1,0,489273,7,0
53,137611,1,0,9,1,1,0,309815,3,1
55,85658,0,1,9,0,1,1,297559,5,1
28,24852,1,0,5,1,0,0,415317,1,0
50,20387,1,0,24,0,1,0,491973,3,0
41,142571,1,0,7,1,0,0,875533,1,0
40,112295,1,0,11,0,0,1,766750,5,0
32,145381,0,1,8,1,1,1,156627,6,1
44,54994,1,0,25,1,0,0,842090,4,0
28,131912,0,0,14,1,0,0,262022,4,1
34,146632,1,1,2,0,0,1,556179,4,0
31,139210,1,1,10,1,0,1,800053,1,0
44,71565,1,1,21,0,0,1,250672,5,0
35,16312,1,0,24,1,1,1,567850,2,0
45,140882,0,1,16,1,1,1,556302,2,1
21,102566,0,1,16,1,0,1,701766,4,0
24,36329,0,1,19,0,0,0,114012,7,0
52,83187,0,0,11,0,1,0,341626,1,0
26,90542,1,0,6,0,1,0,934608,2,0
25,123237,0,1,6,1,1,1,896778,1,0
34,129476,0,0,7,0,0,0,507644,5,1
34,50645,1,0,16,1,0,0,892187,7,0
50,102502,0,0,13,1,1,0,604636,7,0
49,102310,0,0,3,1,0,0,630571,4,0
25,84619,0,0,24,1,1,0,935468,3,0
36,48513,0,1,24,1,1,0,232409,4,0
55,23749,1,1,9,0,0,0,489130,3,0
20,75645,1,1,24,0,1,1,208991,7,0
22,68175,0,1,3,1,1,0,610878,2,0
30,65762,1,0,6,1,1,0,687256,7,0
48,79222,0,1,25,0,1,1,514073,6,0
33,27213,0,1,17,1,1,0,321544,3,0
49,112367,0,0,3,1,0,1,205130,6,1
39,122157,1,0,2,1,1,0,651928,1,0
46,47583,1,0,12,1,0,1,473377,7,0
39,143792,1,0,24,0,0,0,640502,6,0
60,94944,1,1,6,1,1,0,272604,3,0
20,37369,1,0,10,0,1,0,388675,2,0
27,130844,1,0,11,0,1,0,828909,2,0
59,34510,0,0,16,0,0,0,922244,7,0
38,27120,1,0,16,0,0,1,421072,4,0
33,114847,0,0,24,1,0,0,301626,2,1
29,113575,0,0,18,1,1,1,950315,1,0
19,144269,1,1,22,1,1,0,708441,3,0
58,20295,0,1,23,0,1,0,324476,5,0
41,35460,0,1,24,0,1,0,220325,2,0
52,29963,0,0,9,0,1,1,467915,6,0
47,92116,1,0,21,1,0,1,807758,3,0
47,42328,1,1,19,1,0,1,142774,4,0
52,99629,0,1,2,1,0,1,524306,5,0
36,139034,1,1,24,0,1,1,661097,4,0
25,36605,0,1,1,0,1,0,429569,1,0
43,125901,1,0,16,1,0,0,110091,4,1
57,123241,0,1,22,0,1,1,539499,3,0
24,62598,0,0,18,0,0,1,667577,5,0
47,87258,1,0,3,1,1,0,628006,7,0
24,55969,1,0,24,0,1,0,252991,4,0
20,77784,1,1,1,0,1,1,535232,4,0
18,36274,1,1,6,1,1,1,961666,7,0
53,144994,1,1,19,0,0,0,343859,6,1
42,49416,0,0,22,0,1,1,396542,6,0
54,115434,0,0,19,0,0,0,383588,1,1
18,66310,0,1,11,0,0,1,838271,7,0
32,95758,1,0,8,1,0,1,410195,7,0
54,45628,1,1,5,1,0,0,333966,3,0
30,84672,0,0,20,0,0,0,486217,4,0
57,61246,0,0,9,1,1,1,893298,3,0
25,104110,0,0,15,1,0,0,600742,2,0
22,17810,0,0,21,1,0,1,752667,1,0
26,86688,1,0,14,0,0,1,615925,6,0
18,80548,0,0,4,0,0,0,348241,7,0
53,26162,1,0,24,1,0,0,801473,1,0
52,102858,0,1,24,1,1,0,665810,1,0
19,88535,1,0,8,1,0,1,427287,3,0
57,85864,1,0,20,1,1,0,394903,7,0
40,149693,1,1,17,0,0,0,909097,6,0
26,133371,1,1,2,1,1,0,976910,6,0
51,104792,0,1,20,0,1,1,827145,4,0
31,81188,0,1,16,0,1,0,559545,4,0
21,96718,0,0,10,0,1,0,127679,3,1
47,51558,1,0,2,0,1,0,678171,3,0
48,143938,0,1,11,0,1,0,441673,2,1
55,49413,0,0,10,0,1,1,977501,5,0
28,25435,0,1,19,0,0,1,169131,5,0
52,43067,1,0,25,1,1,1,148295,1,0
25,102794,1,0,25,0,0,1,278253,4,1
20,108823,1,0,14,1,0,0,281793,6,1
31,84224,0,0,11,1,0,1,888688,7,0
30,16379,0,0,9,1,1,0,898533,1,0
49,117547,0,1,7,1,0,1,539706,7,0
51,123541,1,0,15,1,1,0,677543,6,0
36,129634,0,0,20,0,1,0,719232,4,0
55,143701,1,0,17,0,1,0,589698,4,0
33,72745,1,0,3,1,0,1,470862,2,0
19,118915,1,0,15,1,0,1,792304,3,0
57,144560,1,1,14,1,1,1,173497,7,1
34,147797,0,0,8,0,1,0,377560,3,1
51,96406,0,1,4,1,1,1,531238,3,0
59,24304,1,0,10,0,1,0,108429,5,0
33,140555,0,0,2,0,0,1,244855,3,0
55,85320,1,1,14,1,0,1,684920,5,0
19,109488,0,0,8,0,0,1,910722,6,0
19,90591,0,0,23,0,0,1,489306,1,0
43,110044,1,1,10,0,0,1,941585,7,0
30,40192,1,0,25,1,1,0,997653,5,0
48,134304,1,1,18,1,1,1,396644,4,1
51,103207,1,1,15,1,0,1,668309,2,0
56,88741,0,1,5,1,1,1,723406,7,0
20,31365,1,0,22,1,0,0,981253,2,0
25,80792,0,0,13,1,1,1,729627,4,0
40,65575,1,1,18,1,1,1,156733,6,1
31,134641,0,0,2,1,1,0,577361,7,0
44,147267,1,1,13,0,0,1,764536,1,0
46,68517,0,0,14,1,0,0,614327,2,0
56,49012,0,1,10,0,0,0,190909,7,0
56,36686,0,0,4,0,1,1,721779,4,0
18,47161,1,1,15,1,1,0,980706,2,0
34,17402,1,0,8,0,1,1,846015,5,0
58,78190,1,1,15,0,1,0,182439,6,0
47,28275,1,0,14,1,1,1,897170,2,0
30,29915,0,1,21,0,0,0,105041,6,0
38,15909,0,0,9,1,0,0,674894,6,0
36,129110,0,0,20,0,1,0,582006,5,0
36,80908,1,1,3,0,0,1,287437,7,0
42,142337,0,0,15,1,1,0,926959,6,0
39,37620,0,0,24,0,1,1,371394,5,0
48,49112,1,0,17,0,0,1,978780,2,0
34,17431,1,0,25,1,1,0,256760,2,0
40,101590,0,1,16,1,0,1,775150,6,0
49,77175,1,0,4,0,0,1,887378,5,0
27,132472,1,0,11,0,0,0,398942,2,1
27,47624,1,1,25,1,1,1,960295,6,0
53,76264,1,0,8,0,0,1,749761,7,0
25,128766,0,1,3,1,1,0,870840,1,0
37,147767,0,0,19,1,1,0,232208,3,1
49,115211,0,1,14,1,1,0,787275,7,0
31,134502,0,0,9,0,1,0,846834,7,0
45,59225,0,1,3,0,1,1,952522,3,0
41,147475,1,1,4,0,1,1,516637,4,0
32,25839,0,1,25,1,1,1,553132,6,0
39,66977,0,0,4,0,1,0,130893,3,0
47,128050,1,1,11,1,0,1,164124,1,1
21,40651,1,0,19,0,0,0,136171,6,0
30,112919,1,1,16,1,1,1,773998,3,0
40,54963,0,1,23,1,1,0,478198,3,0
25,132776,1,1,22,0,0,1,297556,1,1
35,94198,1,0,17,1,0,1,853598,5,0
29,145697,1,0,10,0,0,0,534279,3,1
48,78294,0,1,24,0,0,1,124193,7,0
31,16789,1,1,17,0,0,1,959175,4,0
51,104297,1,1,16,0,0,1,371382,7,1
35,133341,0,1,20,0,1,1,500635,3,1
51,59135,1,1,22,1,0,0,120410,3,1
28,52067,0,1,6,0,0,1,237028,1,0
58,32357,0,1,7,1,0,0,966593,1,0
29,53262,1,1,14,0,0,0,123753,6,0
32,73643,0,0,11,1,1,0,172858,4,1
48,106270,1,1,12,1,1,1,954582,2,0
46,84103,1,0,14,0,1,0,340899,1,0
43,101268,1,1,5,1,1,0,299879,2,1
35,101310,1,0,5,0,1,0,633317,4,0
49,52412,0,0,20,0,1,1,156536,3,0
39,62734,1,1,22,0,1,1,957646,6,0
55,102793,1,0,23,1,1,0,346641,3,1
34,37228,1,0,15,1,0,0,934421,7,0
40,135627,0,1,1,1,0,1,981063,6,0
41,92924,0,1,25,1,1,0,181107,2,1
25,26319,1,1,24,0,1,1,274234,7,0
58,21475,0,0,23,0,1,0,775078,4,0
23,44545,0,1,9,1,0,1,967834,4,0
